Date,Type,DoW,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01,01 ~ 02
2016.10.9,on,Sun,665,902,750,1087,1357,1371,1955,2581,3555,4092,4361,5174,5626,5330,4030,4531,4990,4855,1818,0,0
2016.10.9,off,Sun,170,776,987,1805,3513,3110,3609,4680,5463,5085,4563,4869,5059,4511,3422,2240,1662,1325,1129,2,0
2016.10.10,on,Mon,376,862,2142,3293,2719,2330,2977,3495,4773,4654,5843,6542,8287,14866,10681,7954,9858,9737,3438,673,0
2016.10.10,off,Mon,527,2756,8229,15214,14232,6224,4953,4040,5350,4730,4527,4437,5701,8639,6975,3063,2624,1882,968,380,0
2016.10.11,on,Tue,409,863,2240,3427,2753,2367,3049,3497,4915,4907,5807,6400,8464,14892,10368,7808,9960,10075,3770,748,0
2016.10.11,off,Tue,493,2556,8009,15385,13732,6258,4879,4323,5032,4721,4425,4690,5595,9186,7349,2938,2220,2304,1126,557,0
2016.10.12,on,Wed,457,892,2200,3561,2536,2406,3018,3640,4757,4631,5803,6270,8431,14641,9848,7706,10150,10311,4159,892,0
2016.10.12,off,Wed,485,2533,7788,15148,14044,5962,4614,4272,5039,4711,4470,4835,6219,9755,7482,3228,2189,1923,1173,400,0
2016.10.13,on,Thu,440,875,2228,3452,2625,2400,3023,3689,4936,4806,5838,6158,8381,14613,9842,7832,10028,10671,4488,984,0
2016.10.13,off,Thu,515,2365,7775,15219,13357,6269,4942,4294,5276,4463,4373,4808,5891,9864,7637,3362,2331,2272,1214,878,0
2016.10.14,on,Fri,470,877,2096,3356,2688,2409,3171,3882,5157,5099,6145,6904,8809,15215,10436,7866,9363,11260,6330,1584,0
2016.10.14,off,Fri,489,2373,7165,15216,13097,6425,5071,4565,5524,4859,5051,5491,6671,11361,10968,4590,2922,2862,1718,776,0
2016.10.15,on,Sat,775,921,987,1343,1594,2187,3185,4470,6033,5978,6582,7995,8536,7477,5400,5221,6482,7421,3630,13,0
2016.10.15,off,Sat,330,1369,1838,3865,7598,5854,5378,6778,7980,7219,5991,6495,7064,7388,5062,3527,3144,2387,1870,397,0
2016.10.16,on,Sun,698,821,859,967,1149,1259,1783,2831,3549,3581,3819,4588,4593,4654,3488,3899,4373,3987,1559,1,0
2016.10.16,off,Sun,140,659,946,1992,3202,2832,3250,4663,5107,4303,3843,3884,4080,3774,2637,2072,1655,1534,932,1,0
2016.10.17,on,Mon,387,817,1976,3389,2632,2167,2962,3283,4719,4512,5620,6262,8307,14327,10334,7718,9362,9224,3333,612,0
2016.10.17,off,Mon,532,2621,7862,15442,13961,6504,4577,3963,4955,4593,4468,4422,5160,7876,6676,2809,2001,2040,912,356,0
2016.10.18,on,Tue,371,864,2174,3435,2587,2388,2948,3431,4768,4717,5815,6374,8014,14322,10048,7595,9895,9625,3651,698,0
2016.10.18,off,Tue,495,2495,8292,15494,13060,6214,4863,4670,5162,4459,4113,4548,5484,8962,7319,2894,2153,1681,1038,378,0
2016.10.19,on,Wed,437,826,2124,3419,2537,2399,2924,3469,4618,4495,5682,6221,8564,14068,9841,7288,9813,10101,3914,878,2
2016.10.19,off,Wed,522,2538,7852,14908,13448,6381,4387,3982,5184,4121,4854,4482,5506,9188,7662,3109,2156,1824,1053,433,3
2016.10.20,on,Thu,380,905,2217,3362,2626,2356,2882,3630,4677,4901,5847,6204,8208,14031,10083,7675,10102,10547,4290,985,0
2016.10.20,off,Thu,490,2529,7493,14847,13437,6539,4966,4303,5309,4615,4133,4667,5846,8887,8336,3374,2239,2136,1168,493,0
2016.10.21,on,Fri,424,867,2093,3431,2730,2453,3138,3853,5029,5107,6043,7112,8748,14988,10676,7935,9424,11070,6115,1608,1
2016.10.21,off,Fri,473,2483,7362,14814,12713,6781,5120,4261,5810,5145,5160,5482,6488,11088,11017,4794,3216,2753,1741,798,2
2016.10.22,on,Sat,778,1030,966,1380,1693,2291,3298,4526,6090,6119,6684,8013,9222,7751,5296,5192,6329,7587,3786,0,0
2016.10.22,off,Sat,327,1258,1883,3751,7419,6074,5878,7065,7610,7485,6252,6336,7323,7141,5199,3473,3701,2454,1858,37,0
2016.10.23,on,Sun,692,817,718,896,1146,1360,1797,2632,3495,3687,3995,4368,4895,4518,3701,3848,4539,4116,1536,0,0
2016.10.23,off,Sun,154,691,953,1672,3234,3141,3416,4365,5367,4249,4090,4043,3995,3850,2677,2072,1666,1262,731,1,0
2016.10.24,on,Mon,345,856,2051,3269,2642,2199,2924,3366,4612,4483,5742,6196,8213,14426,10238,7878,9521,9322,3324,647,0
2016.10.24,off,Mon,521,2672,8153,15214,13840,5983,4589,4314,5080,4439,4307,4133,5695,8343,6602,2796,2124,1830,1333,387,11
2016.10.25,on,Tue,333,773,1959,3196,2643,2303,2744,3436,4520,4339,5654,6273,8095,14244,10212,7610,9860,9865,3679,782,2
2016.10.25,off,Tue,486,2297,7178,13890,14779,6669,4699,4184,5106,4525,4173,4621,5371,8906,7117,2774,2274,2021,1300,456,15
2016.10.26,on,Wed,406,817,2074,3512,2695,2402,3109,3644,4788,4754,5766,6571,8408,14697,10025,7816,10158,10481,4199,924,1
2016.10.26,off,Wed,512,2426,7298,15579,13379,6385,4663,4503,5239,4635,4439,5126,6269,9822,7608,3093,2188,2158,1119,526,7
2016.10.27,on,Thu,416,857,2135,3380,2797,2504,3094,3507,4790,4870,5780,6749,8422,14428,10489,8117,10378,10442,4606,1051,2
2016.10.27,off,Thu,522,2452,7729,15377,12982,6054,5110,4187,5226,4798,4482,4932,6537,10118,7829,3242,2564,2186,1283,489,23
2016.10.28,on,Fri,438,813,1866,3297,2884,2347,3163,3924,5118,5150,6360,6829,9129,15339,11159,8284,9813,11440,6751,1739,4
2016.10.28,off,Fri,508,2292,6674,14935,13354,6407,5007,4717,5913,5395,5084,5657,6984,11429,11044,5101,3282,2938,1985,849,23
2016.10.29,on,Sat,913,1053,1039,1424,1736,2388,3279,4727,6236,5956,6740,8021,8993,7875,5710,5858,7143,7961,4187,110,0
2016.10.29,off,Sat,412,1352,1749,3857,7142,5895,5885,6557,7882,7765,6805,6769,7783,8226,5988,4070,3666,2763,2190,337,0
2016.10.30,on,Sun,852,955,803,969,1327,1356,1734,2689,3604,3756,4026,4555,5115,4988,4162,4243,4961,4740,1694,0,0
2016.10.30,off,Sun,158,723,979,1780,3154,2966,3384,4555,5208,4823,4237,4212,5007,4638,2972,2258,1841,1411,869,1,0
2016.10.31,on,Mon,345,824,1919,3252,2561,2182,2708,3088,4145,4192,5556,5914,7782,13663,10517,7874,9496,9026,3403,686,3
2016.10.31,off,Mon,538,2374,7484,14992,12921,5799,4334,4051,4971,4248,4277,4373,5535,8124,6655,3084,2011,1988,932,342,29
